site_key,sv_num,seq_abund,class,order,family,genus,taxon,site_name,region,yr_since,yr_rank,field_type
1,sv_47,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_48,7.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G7,BBRP1,BM,16,9,restored
1,sv_49,14.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,BBRP1,BM,16,9,restored
1,sv_50,3.4285714285714284,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus acnaGlo7,BBRP1,BM,16,9,restored
1,sv_53,5.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_57,10.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,BBRP1,BM,16,9,restored
1,sv_58,14.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Yamato2005 D,BBRP1,BM,16,9,restored
1,sv_59,4.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,BBRP1,BM,16,9,restored
1,sv_61,3.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_62,2.2857142857142856,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,BBRP1,BM,16,9,restored
1,sv_64,8.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,BBRP1,BM,16,9,restored
1,sv_67,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G20,BBRP1,BM,16,9,restored
1,sv_70,8,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_71,0.7142857142857143,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,BBRP1,BM,16,9,restored
1,sv_72,2.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_73,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU4,BBRP1,BM,16,9,restored
1,sv_79,3.4285714285714284,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_84,6.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_100,3.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_103,41.42857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_104,15.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_108,21.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_111,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_114,4.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,BBRP1,BM,16,9,restored
1,sv_122,9,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,NA,BBRP1,BM,16,9,restored
1,sv_125,22.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_128,1.8571428571428572,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,BBRP1,BM,16,9,restored
1,sv_129,1.7142857142857142,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo58,BBRP1,BM,16,9,restored
1,sv_130,4.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,BBRP1,BM,16,9,restored
1,sv_132,7.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Yamato2005 D,BBRP1,BM,16,9,restored
1,sv_134,5.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_137,4.428571428571429,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,BBRP1,BM,16,9,restored
1,sv_138,5.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_145,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_151,47.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_161,6,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus INTA-4,BBRP1,BM,16,9,restored
1,sv_169,2.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_175,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_177,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_188,7,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_194,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_197,9.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_203,0.8571428571428571,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,BBRP1,BM,16,9,restored
1,sv_204,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_211,4.142857142857143,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,BBRP1,BM,16,9,restored
1,sv_212,4.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_214,19.428571428571427,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_225,5.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G14,BBRP1,BM,16,9,restored
1,sv_229,21.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_234,3.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU14,BBRP1,BM,16,9,restored
1,sv_240,0.8571428571428571,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,BBRP1,BM,16,9,restored
1,sv_246,4.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_252,2.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_253,7.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_264,2.857142857142857,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Scutellospora Scut1,BBRP1,BM,16,9,restored
1,sv_265,9.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_268,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,BBRP1,BM,16,9,restored
1,sv_269,1.2857142857142858,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,NA,BBRP1,BM,16,9,restored
1,sv_275,2.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G14,BBRP1,BM,16,9,restored
1,sv_277,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G7,BBRP1,BM,16,9,restored
1,sv_281,1.7142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_290,6.285714285714286,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,BBRP1,BM,16,9,restored
1,sv_294,10.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_304,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_311,0.2857142857142857,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,BBRP1,BM,16,9,restored
1,sv_319,2.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_327,2.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_333,2.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_334,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G14,BBRP1,BM,16,9,restored
1,sv_338,1.1428571428571428,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,NA,BBRP1,BM,16,9,restored
1,sv_340,4.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus INTA-4,BBRP1,BM,16,9,restored
1,sv_353,9.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_360,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_386,12.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_401,2.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G16,BBRP1,BM,16,9,restored
1,sv_409,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,BBRP1,BM,16,9,restored
1,sv_416,1.1428571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_421,4.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_423,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus INTA-4,BBRP1,BM,16,9,restored
1,sv_429,4,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,BBRP1,BM,16,9,restored
1,sv_442,7.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_452,5.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_463,5.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_477,3.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G4,BBRP1,BM,16,9,restored
1,sv_497,2.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,BBRP1,BM,16,9,restored
1,sv_504,5,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,BBRP1,BM,16,9,restored
1,sv_507,4.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_527,3.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_561,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_568,4.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,BBRP1,BM,16,9,restored
1,sv_573,2,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,BBRP1,BM,16,9,restored
1,sv_575,1.8571428571428572,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_581,2.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_595,1.1428571428571428,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,BBRP1,BM,16,9,restored
1,sv_607,2.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_619,2.2857142857142856,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,BBRP1,BM,16,9,restored
1,sv_633,3.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_636,2.4285714285714284,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,BBRP1,BM,16,9,restored
1,sv_680,2.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_685,1.7142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G5,BBRP1,BM,16,9,restored
1,sv_692,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,BBRP1,BM,16,9,restored
1,sv_719,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_720,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Yamato2005 D,BBRP1,BM,16,9,restored
1,sv_731,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G27,BBRP1,BM,16,9,restored
1,sv_743,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU4,BBRP1,BM,16,9,restored
1,sv_765,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_801,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,BBRP1,BM,16,9,restored
1,sv_823,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,sv_830,0.2857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
2,sv_1,94.28571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,ERRP1,BM,3,3,restored
2,sv_2,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,ERRP1,BM,3,3,restored
2,sv_3,188.57142857142856,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,ERRP1,BM,3,3,restored
2,sv_5,74.57142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_6,17.142857142857142,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,ERRP1,BM,3,3,restored
2,sv_7,4.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,ERRP1,BM,3,3,restored
2,sv_9,9.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,ERRP1,BM,3,3,restored
2,sv_10,30.857142857142858,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Douhan9,ERRP1,BM,3,3,restored
2,sv_12,13.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,ERRP1,BM,3,3,restored
2,sv_13,38.57142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_15,6,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,ERRP1,BM,3,3,restored
2,sv_18,32.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,ERRP1,BM,3,3,restored
2,sv_19,55.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_22,46.285714285714285,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus ORVIN GLO4,ERRP1,BM,3,3,restored
2,sv_23,28.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_24,3.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_25,7.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,ERRP1,BM,3,3,restored
2,sv_26,2.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,ERRP1,BM,3,3,restored
2,sv_28,27.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_31,5.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_34,4.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,ERRP1,BM,3,3,restored
2,sv_35,5,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,ERRP1,BM,3,3,restored
2,sv_36,28.142857142857142,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,ERRP1,BM,3,3,restored
2,sv_37,2.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,ERRP1,BM,3,3,restored
2,sv_38,10,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Douhan9,ERRP1,BM,3,3,restored
2,sv_39,52.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_40,7.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_41,2.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,ERRP1,BM,3,3,restored
2,sv_47,2.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_48,8.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G7,ERRP1,BM,3,3,restored
2,sv_50,29.142857142857142,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus acnaGlo7,ERRP1,BM,3,3,restored
2,sv_52,6.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus acnaGlo2,ERRP1,BM,3,3,restored
2,sv_53,3,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_63,1.1428571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_65,8.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,ERRP1,BM,3,3,restored
2,sv_66,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_67,40.857142857142854,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G20,ERRP1,BM,3,3,restored
2,sv_69,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,ERRP1,BM,3,3,restored
2,sv_72,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_73,4.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU4,ERRP1,BM,3,3,restored
2,sv_74,4.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,ERRP1,BM,3,3,restored
2,sv_76,24.428571428571427,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo8,ERRP1,BM,3,3,restored
2,sv_82,10.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_87,8.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus ORVIN GLO1E,ERRP1,BM,3,3,restored
2,sv_89,4.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_92,0.5714285714285714,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,ERRP1,BM,3,3,restored
2,sv_94,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_98,59.714285714285715,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Archaeospora Schechter08 Arch1,ERRP1,BM,3,3,restored
2,sv_102,5.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo3b,ERRP1,BM,3,3,restored
2,sv_112,3.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,ERRP1,BM,3,3,restored
2,sv_116,0.5714285714285714,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,ERRP1,BM,3,3,restored
2,sv_118,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_120,7.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus acnaGlo2,ERRP1,BM,3,3,restored
2,sv_129,2.5714285714285716,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo58,ERRP1,BM,3,3,restored
2,sv_131,1.1428571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_141,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_142,2.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,ERRP1,BM,3,3,restored
2,sv_144,2.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,ERRP1,BM,3,3,restored
2,sv_146,5.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo3b,ERRP1,BM,3,3,restored
2,sv_153,7,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,ERRP1,BM,3,3,restored
2,sv_157,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,ERRP1,BM,3,3,restored
2,sv_158,0.42857142857142855,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,ERRP1,BM,3,3,restored
2,sv_169,11,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_174,3.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,sv_176,4.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo8,ERRP1,BM,3,3,restored
2,sv_186,3,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,ERRP1,BM,3,3,restored
2,sv_187,13.857142857142858,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,ERRP1,BM,3,3,restored
2,sv_189,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,ERRP1,BM,3,3,restored
