site_key,otu_num,seq_abund,class,order,family,genus,taxon,site_name,region,yr_since,yr_rank,field_type
1,otu_54,11.571428571428571,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,NA,BBRP1,BM,16,9,restored
1,otu_55,2.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_57,10.285714285714286,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,BBRP1,BM,16,9,restored
1,otu_58,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_61,10.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus INTA-4,BBRP1,BM,16,9,restored
1,otu_63,6.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_66,0.42857142857142855,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,BBRP1,BM,16,9,restored
1,otu_68,9.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_69,23.571428571428573,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_70,8,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G14,BBRP1,BM,16,9,restored
1,otu_72,2.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G16,BBRP1,BM,16,9,restored
1,otu_74,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU14,BBRP1,BM,16,9,restored
1,otu_76,3.4285714285714284,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_78,1,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,NA,BBRP1,BM,16,9,restored
1,otu_82,3,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_85,8.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_93,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_100,2.142857142857143,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,BBRP1,BM,16,9,restored
1,otu_102,15.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_111,0.2857142857142857,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Archaeospora Other1,BBRP1,BM,16,9,restored
1,otu_126,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Yamato2005 D,BBRP1,BM,16,9,restored
1,otu_129,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
1,otu_143,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,BBRP1,BM,16,9,restored
2,otu_1,130,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,ERRP1,BM,3,3,restored
2,otu_2,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,ERRP1,BM,3,3,restored
2,otu_3,203.28571428571428,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,ERRP1,BM,3,3,restored
2,otu_5,136.14285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_6,46.285714285714285,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,ERRP1,BM,3,3,restored
2,otu_7,16.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,ERRP1,BM,3,3,restored
2,otu_9,47.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,ERRP1,BM,3,3,restored
2,otu_10,46.714285714285715,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Douhan9,ERRP1,BM,3,3,restored
2,otu_12,21.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,ERRP1,BM,3,3,restored
2,otu_13,5.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,ERRP1,BM,3,3,restored
2,otu_15,119.28571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_16,52.42857142857143,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus ORVIN GLO4,ERRP1,BM,3,3,restored
2,otu_17,13.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,ERRP1,BM,3,3,restored
2,otu_18,35.142857142857146,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_20,3.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_23,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_24,29.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G7,ERRP1,BM,3,3,restored
2,otu_25,31.285714285714285,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus acnaGlo7,ERRP1,BM,3,3,restored
2,otu_26,16.571428571428573,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus acnaGlo2,ERRP1,BM,3,3,restored
2,otu_29,6.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_30,0.7142857142857143,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,ERRP1,BM,3,3,restored
2,otu_31,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_32,46.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G20,ERRP1,BM,3,3,restored
2,otu_34,0.14285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,ERRP1,BM,3,3,restored
2,otu_35,6.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU4,ERRP1,BM,3,3,restored
2,otu_36,30,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo8,ERRP1,BM,3,3,restored
2,otu_38,1.1428571428571428,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,ERRP1,BM,3,3,restored
2,otu_39,15.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_42,10.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus ORVIN GLO1E,ERRP1,BM,3,3,restored
2,otu_44,0.2857142857142857,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,ERRP1,BM,3,3,restored
2,otu_45,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,ERRP1,BM,3,3,restored
2,otu_46,59.857142857142854,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Archaeospora Schechter08 Arch1,ERRP1,BM,3,3,restored
2,otu_47,12.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo3b,ERRP1,BM,3,3,restored
2,otu_52,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,ERRP1,BM,3,3,restored
2,otu_60,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,ERRP1,BM,3,3,restored
2,otu_80,11.142857142857142,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Archaeospora sp.,ERRP1,BM,3,3,restored
2,otu_84,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,ERRP1,BM,3,3,restored
2,otu_90,3.7142857142857144,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo58,ERRP1,BM,3,3,restored
2,otu_92,1.1428571428571428,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Scutellospora castanea,ERRP1,BM,3,3,restored
2,otu_98,0.2857142857142857,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,ERRP1,BM,3,3,restored
2,otu_99,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,ERRP1,BM,3,3,restored
2,otu_100,0.8571428571428571,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,ERRP1,BM,3,3,restored
2,otu_115,0.8571428571428571,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,ERRP1,BM,3,3,restored
3,otu_1,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,FGC1,FG,0,1,corn
3,otu_2,3.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,FGC1,FG,0,1,corn
3,otu_3,1.5714285714285714,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FGC1,FG,0,1,corn
3,otu_4,123.28571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FGC1,FG,0,1,corn
3,otu_5,76,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_6,18.714285714285715,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FGC1,FG,0,1,corn
3,otu_7,49.42857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FGC1,FG,0,1,corn
3,otu_9,32.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FGC1,FG,0,1,corn
3,otu_10,1.8571428571428572,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Douhan9,FGC1,FG,0,1,corn
3,otu_12,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,FGC1,FG,0,1,corn
3,otu_13,179.28571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FGC1,FG,0,1,corn
3,otu_17,18,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FGC1,FG,0,1,corn
3,otu_19,46,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_20,63.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_21,356.2857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FGC1,FG,0,1,corn
3,otu_22,2.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FGC1,FG,0,1,corn
3,otu_25,0.14285714285714285,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus acnaGlo7,FGC1,FG,0,1,corn
3,otu_26,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus acnaGlo2,FGC1,FG,0,1,corn
3,otu_29,12.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_31,6.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_33,11,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FGC1,FG,0,1,corn
3,otu_35,0.14285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU4,FGC1,FG,0,1,corn
3,otu_36,34.57142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo8,FGC1,FG,0,1,corn
3,otu_39,13.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_41,26.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_45,31.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FGC1,FG,0,1,corn
3,otu_52,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_55,4.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_56,18.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_60,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FGC1,FG,0,1,corn
3,otu_64,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU13,FGC1,FG,0,1,corn
3,otu_73,24.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FGC1,FG,0,1,corn
3,otu_81,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU12,FGC1,FG,0,1,corn
3,otu_95,5.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGC1,FG,0,1,corn
3,otu_112,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FGC1,FG,0,1,corn
3,otu_124,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FGC1,FG,0,1,corn
4,otu_1,107.85714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,FGREM1,FG,50,16,remnant
4,otu_2,139.14285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,FGREM1,FG,50,16,remnant
4,otu_4,46.57142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FGREM1,FG,50,16,remnant
4,otu_5,50,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_6,43.42857142857143,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FGREM1,FG,50,16,remnant
4,otu_7,25.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FGREM1,FG,50,16,remnant
4,otu_8,51.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FGREM1,FG,50,16,remnant
4,otu_9,208.42857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FGREM1,FG,50,16,remnant
4,otu_10,69.42857142857143,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Douhan9,FGREM1,FG,50,16,remnant
4,otu_11,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FGREM1,FG,50,16,remnant
4,otu_12,40.142857142857146,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,FGREM1,FG,50,16,remnant
4,otu_13,39.142857142857146,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FGREM1,FG,50,16,remnant
4,otu_14,1.4285714285714286,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo59,FGREM1,FG,50,16,remnant
4,otu_17,8.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FGREM1,FG,50,16,remnant
4,otu_18,18.428571428571427,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_19,30.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_20,21.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_21,2.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FGREM1,FG,50,16,remnant
4,otu_22,36.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FGREM1,FG,50,16,remnant
4,otu_24,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G7,FGREM1,FG,50,16,remnant
4,otu_25,1.1428571428571428,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus acnaGlo7,FGREM1,FG,50,16,remnant
4,otu_29,6,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_30,11.428571428571429,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FGREM1,FG,50,16,remnant
4,otu_31,9.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_34,4.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FGREM1,FG,50,16,remnant
4,otu_35,2.4285714285714284,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU4,FGREM1,FG,50,16,remnant
4,otu_38,2.142857142857143,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,FGREM1,FG,50,16,remnant
4,otu_44,2.5714285714285716,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,FGREM1,FG,50,16,remnant
4,otu_45,6.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FGREM1,FG,50,16,remnant
4,otu_49,7.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_51,25.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_52,22,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_53,61.857142857142854,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus perpusillum,FGREM1,FG,50,16,remnant
4,otu_55,29.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_60,5.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FGREM1,FG,50,16,remnant
4,otu_61,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus INTA-4,FGREM1,FG,50,16,remnant
4,otu_64,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU13,FGREM1,FG,50,16,remnant
4,otu_68,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_76,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_79,6.428571428571429,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo59,FGREM1,FG,50,16,remnant
4,otu_81,9.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU12,FGREM1,FG,50,16,remnant
4,otu_83,2.4285714285714284,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_101,0.7142857142857143,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FGREM1,FG,50,16,remnant
4,otu_104,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FGREM1,FG,50,16,remnant
4,otu_120,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_125,1.1428571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGREM1,FG,50,16,remnant
4,otu_147,0.14285714285714285,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora fennica,FGREM1,FG,50,16,remnant
5,otu_1,30.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,FGRP1,FG,15,8,restored
5,otu_2,69,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,FGRP1,FG,15,8,restored
5,otu_3,1.1428571428571428,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FGRP1,FG,15,8,restored
5,otu_4,1.8571428571428572,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FGRP1,FG,15,8,restored
5,otu_5,129,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGRP1,FG,15,8,restored
5,otu_6,45.57142857142857,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FGRP1,FG,15,8,restored
5,otu_7,27.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FGRP1,FG,15,8,restored
5,otu_8,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FGRP1,FG,15,8,restored
5,otu_9,73.57142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FGRP1,FG,15,8,restored
5,otu_10,89,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Douhan9,FGRP1,FG,15,8,restored
5,otu_11,3.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FGRP1,FG,15,8,restored
5,otu_12,46.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,FGRP1,FG,15,8,restored
5,otu_13,8.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FGRP1,FG,15,8,restored
5,otu_14,175.85714285714286,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo59,FGRP1,FG,15,8,restored
5,otu_16,2.142857142857143,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus ORVIN GLO4,FGRP1,FG,15,8,restored
5,otu_17,16.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FGRP1,FG,15,8,restored
5,otu_18,17.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGRP1,FG,15,8,restored
5,otu_19,41.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGRP1,FG,15,8,restored
5,otu_20,4.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FGRP1,FG,15,8,restored
